id,name,faction_id,source_id,legend,role,loadout,transport,virtual,leader_head,leader_footer,damaged_w,damaged_description,link
2108,Plasmancer,NEC,29,"Plasmancers are unsubtle annihilators. They are capable of wielding energy as a weapon itself rather than needing to bind it to other forms. Arcs of unstable lightning leap from their forms to wrack nearby foes, and with a gesture these Crypteks can channel those same energies into searing ranged blasts.",Characters,<b>This model is equipped with:</b> plasmic lance.,,FALSE,,"<i>You can attach this model to one of the above units even if one <a class=""kwbOne"" href=""/wh40k10ed/factions/necrons/Royal-Warden""><span class=""kwb kwbo"">ROYAL</span> <span class=""kwb kwbo"">WARDEN</span></a> or <span class=""tooltip00359"" data-tooltip-content=""#tooltip_content00359"" data-tooltip-anchor=""#tooltip_content00359""><span class=""kwb"">NOBLE</span></span> model has already been attached to it. If you do, and that <a href=""/wh40k10ed/the-rules/core-rules/#Attached-Units"">Bodyguard</a> unit is destroyed, the Leader units attached to it become separate units, with their original <a href=""/wh40k10ed/the-rules/core-rules/#Starting-Strength"">Starting Strengths</a>.</i>",,,https://wahapedia.ru/wh40k10ed/factions/necrons/Plasmancer
2109,Skorpekh Lord,NEC,29,"Skorpekh Lords have fallen far from their noble beginnings, allowing an obsession with slaughter to twist their bodies and minds. Lurching forward on tripod bodies, their enmitic annihilators blast victims messily apart as their claws and blades lash out to reap a crimson harvest across the battlefield.",Characters,<b>This model is equipped with:</b> enmitic annihilator; flensing claw; hyperphase harvester.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/necrons/Skorpekh-Lord
2110,Skorpekh Destroyers,NEC,29,"Skorpekh Destroyers favour overwhelming close-quarters violence to slaughter their victims. Though ungainly off the battlefield, in combat their tripod limbs allow them to pass through enemy lines in a madcap pirouette of slashing hyperphase blades, nigh on impossible to evade or parry.",Other,<b>Every model is equipped with:</b> Skorpekh hyperphase weapons.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/necrons/Skorpekh-Destroyers
2111,Cryptothralls,NEC,29,"Some Crypteks are accompanied by bound Cryptothralls that act as slaves and bodyguards. These hunched and sinister beings are not truly sentient, but are rather construct creatures enslaved to the Cryptek’s will and engrammatically compelled to protect their master with their living metal bodies and fierce, short-ranged weaponry.",Other,<b>Every model is equipped with:</b> scouring eye; scythed limbs.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/necrons/Cryptothralls
2112,Canoptek Reanimator,NEC,29,"Canoptek Reanimators prowl the Necron lines, shooting out ethereal beams swarming with nanoscarabs. Necrons touched by these eerie lights stagger to their feet, resurrected, repaired and ready to fight again. Foes are less fortunate, wailing in agony as their atoms are torn apart and recombined in a hideous, gory fashion.",Other,<b>This model is equipped with:</b> 2 atomiser beams; Reanimator’s claws.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/necrons/Canoptek-Reanimator
2114,Canoptek Scarab Swarms,NEC,29,"Canoptek Scarabs attack in skimming swarms. They descend upon the enemy with high-pitched chitters before breaking down infantry and tanks alike into raw energy with their feeder mandibles. Often attacking as the first wave of a Necron assault, these mechanical insectoids spread fear and destruction.",Other,<b>Every model is equipped with:</b> feeder mandibles.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/necrons/Canoptek-Scarab-Swarms
2115,Canoptek Doomstalker,NEC,29,"Canoptek Doomstalkers stride with eerie grace. Whether prowling their masters’ armouries as tireless sentinels or providing mobile fire support to the Necron legions, the Doomstalkers annihilate all those who dare stand against them with searing salvoes from their doomsday blasters.",Other,<b>This model is equipped with:</b> doomsday blaster; twin gauss flayer; Doomstalker limbs.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/necrons/Canoptek-Doomstalker
2116,Lokhust Heavy Destroyers,NEC,29,"The Destroyer Cults think nothing of sacrificing their physical forms to optimise themselves for slaughter. Lokhust Heavy Destroyers skim to battle upon repulsor-sled bodies, their upper limbs bound into gauss destructors or enmitic exterminators with which they decimate their foes with devastating blasts from afar.",Other,<b>Every model is equipped with:</b> gauss destructor; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/necrons/Lokhust-Heavy-Destroyers
2173,Land Raider Redeemer,SM,139,"In brutal urban combat, it can be impossible to root out entrenched foes. Not so for the Land Raider Redeemer. When it engages its flamestorm cannons, any caught in the raging inferno of burning promethium that follows are doomed, and bunkers, pill boxes, ruined factorums and shattered hab-blocks are cleansed of the enemy.",Other,<b>This model is equipped with:</b> 2 flamestorm cannons; twin assault cannon; armoured tracks.,"This model has a transport capacity of 14 <span class=""tooltip00366"" data-tooltip-content=""#tooltip_content00366"" data-tooltip-anchor=""#tooltip_content00366""><span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">INFANTRY</span></span> models. Each <span class=""tooltip00335"" data-tooltip-content=""#tooltip_content00335"" data-tooltip-anchor=""#tooltip_content00335""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span>, <span class=""tooltip00291"" data-tooltip-content=""#tooltip_content00291"" data-tooltip-anchor=""#tooltip_content00291""><span class=""kwb"">WULFEN</span></span>, <span class=""tooltip00336"" data-tooltip-content=""#tooltip_content00336"" data-tooltip-anchor=""#tooltip_content00336""><span class=""kwb"">GRAVIS</span></span> or <span class=""tooltip00337"" data-tooltip-content=""#tooltip_content00337"" data-tooltip-anchor=""#tooltip_content00337""><span class=""kwb"">TERMINATOR</span></span> model takes up the space of 2 models and each <span class=""tooltip00338"" data-tooltip-content=""#tooltip_content00338"" data-tooltip-anchor=""#tooltip_content00338""><span class=""kwb"">CENTURION</span></span> model takes up the space of 3 models.",FALSE,,,45662,"While this model has 1-5 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Land-Raider-Redeemer
2199,Marneus Calgar,SM,139,"On the battlefield, Marneus Calgar is an inspiring leader and superlative warrior. He heralds his advance with thunderous volleys of bolt shells from the Gauntlets of Ultramar before tearing apart anything in his grip. When he judges the endgame of his strategy to be imminent, he leads his Ultramarines into the heart of enemy lines.",Characters,<b>Marneus Calgar is equipped with:</b> Gauntlets of Ultramar.<br><br><b>Every Victrix Honour Guard is equipped with:</b> Victrix power sword.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Marneus-Calgar
2202,Devastator Squad,SM,139,"Devastator Squads pound the enemy at long range with overwhelming heavy weapons fire, annihilating any caught in the ferocious blasts. Once they have secured the perfect firing position, they hold it firmly, providing their battle-brothers with intense covering fire as they advance.",Other,<b>Every model is equipped with:</b> bolt pistol; boltgun; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Devastator-Squad
2234,Primaris Company Champion,SM,239,"Tasked with upholding the martial honour of their battle-brothers, Primaris Company Champions are bladesmen supreme. They are veteran combatants and peerless duellists, cleaving apart lesser foes to reach the enemy’s greatest champions face to face, there to humble them.",Characters,<b>This model is equipped with:</b> bolt pistol; master-crafted power weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Primaris-Company-Champion
2252,Spartan,SM,237,"An armoured transport of truly massive proportions, the Spartan is a heavy assault tank created to carry large numbers of troops into the very heart of enemy territory, shrugging off weapons fire that would annihilate lesser vehicles while its quad lascannons claim victims of their own.",Other,<b>This model is equipped with:</b> 2 quad lascannons; twin heavy bolter; armoured tracks.,"This model has a transport capacity of 28 <span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">INFANTRY</span> models. Each <span class=""tooltip00335"" data-tooltip-content=""#tooltip_content00335"" data-tooltip-anchor=""#tooltip_content00335""><span class=""kwb"">JUMP</span> <span class=""kwb"">PACK</span></span>, <span class=""tooltip00291"" data-tooltip-content=""#tooltip_content00291"" data-tooltip-anchor=""#tooltip_content00291""><span class=""kwb"">WULFEN</span></span>, <span class=""tooltip00336"" data-tooltip-content=""#tooltip_content00336"" data-tooltip-anchor=""#tooltip_content00336""><span class=""kwb"">GRAVIS</span></span>, <span class=""tooltip"" title=""Keyword does not appear in that faction.""><s class=""kwbs"">POSSESSED</s></span> or <span class=""tooltip00337"" data-tooltip-content=""#tooltip_content00337"" data-tooltip-anchor=""#tooltip_content00337""><span class=""kwb"">TERMINATOR</span></span> model takes up the space of 2 models and each <span class=""tooltip00338"" data-tooltip-content=""#tooltip_content00338"" data-tooltip-anchor=""#tooltip_content00338""><span class=""kwb"">CENTURION</span></span> or <span class=""tooltip"" title=""Keyword does not appear in that faction.""><s class=""kwbs"">OBLITERATOR</s></span> model takes up the space of 3 models.",FALSE,,,45663,"While this model has 1-6 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Spartan
2255,Sternguard Veteran Squad,SM,139,"Sternguard Veterans are possessed of an unshakeable calm, and are renowned amongst their brothers for their exemplary marksmanship in the fiercest battles. Proficient in all of the Chapter’s ranged weaponry, they can always be found where their pinpoint volleys will best shatter the foe.",Other,<b>Every model is equipped with:</b> Sternguard bolt pistol; Sternguard bolt rifle; close combat weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Sternguard-Veteran-Squad
2258,Stalker,SM,239,"The Stalker’s phenomenal anti-air kill rate is achieved by a pair of independently targeting repeating cannons. These are tethered to a servo-mind conclave that cogitates reams of trajectory data to ensure the Stalker’s weapons fire exactly where they should, enabling it to cleanse skies darkened by enemy flyers.",Other,<b>This model is equipped with:</b> 2 Icarus stormcannons; armoured tracks.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Stalker
2266,Librarian,SM,139,"Librarians are the Space Marines’ battle-psykers and keepers of lore. Wielding terrifying empyric energies, with but a thought they can crush a foe’s skull, throw up force shields to protect their brethren from incoming fire, and hurl blasts of psychic power.",Characters,<b>This model is equipped with:</b> bolt pistol; Smite; force weapon.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Librarian
2267,Deathstorm Drop Pod,SM,237,"Deathstorm Drop Pods act as a battlefield delivery method not for troops or vehicles, but instead for automated weapons systems such as Whirlwind missile launchers or assault cannons. Once in place, these potent weapons unleash a massive volley of firepower, clearing the way for a full-scale ground assault.",Other,<b>This model is equipped with:</b> deathstorm cannon array.,,FALSE,,,,,https://wahapedia.ru/wh40k10ed/factions/space-marines/Deathstorm-Drop-Pod
2268,Deimos Predator,SM,239,,Other,<b>This model is equipped with:</b> plasma destroyer; armoured tracks.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Deimos-Predator
2269,Deredeo Dreadnought,SM,237,"While the Deredeo Dreadnought shares many core systems with the famed Contemptor class, it was expressly designed as a heavy weapons platform, combining superior firepower with the flexibility of a walker. Now rare, Deredeos are treasured assets whose survivability and killing power have proved decisive on countless battlefields.",Other,<b>This model is equipped with:</b> anvilus autocannon battery; twin heavy bolter; armoured feet.,,FALSE,,,45661,"While this model has 1-4 wounds remaining, each time this model makes an attack, subtract 1 from the <a href=""/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll"">Hit roll</a>.",https://wahapedia.ru/wh40k10ed/factions/space-marines/Deredeo-Dreadnought
